Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Current Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,State,Average_Monthly_Charge,Churn,Net_Revenue,Sub_Services,Married_Gender,Persona
Male,24,Yes,0,Fresno,93650,36.841655,-119.797113,1,21,No_Offer,Yes,36.26,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,111.2,2317.1,0.0,120,761.46,3198.56,Churned,Attitude,Attitude of service provider,California,110.33809523809524,1,2317.1,6,Married | Male,C - Data-Capped Digitals
Male,52,Yes,1,Angwin,94508,38.542448,-122.419923,1,37,No_Offer,No,0.0,No,Yes,DSL,23.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,1448.8,0.0,0,0.0,1448.8,Churned,Competitor,Competitor offered more data,California,39.15675675675676,1,1448.8,4,Married | Male,E - Churn-Risk New Users
Female,71,No,0,Le Grand,95333,37.249377,-120.249581,0,26,No_Offer,Yes,33.74,No,Yes,Fiber Optic,7.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3070.89,Stayed,Active,Active,California,84.37115384615385,0,2193.65,3,Single | Female,E - Churn-Risk New Users
Male,45,No,0,Redway,95560,40.142256,-123.852927,0,50,Offer B,No,0.0,No,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,1748.9,0.0,0,0.0,1748.9,Stayed,Active,Active,California,34.978,0,1748.9,3,Single | Male,E - Churn-Risk New Users
Female,29,No,0,San Diego,92122,32.85723,-117.209774,0,7,No_Offer,Yes,28.62,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,511.25,13.03,0,200.34,698.56,Churned,Competitor,Competitor made better offer,California,73.03571428571429,1,498.22,2,Single | Female,E - Churn-Risk New Users
Female,62,Yes,0,Monterey Park,91755,34.049172,-118.115022,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.59,8405.34,Stayed,Active,Active,California,90.60245901639344,0,5526.75,8,Married | Female,A - Premium Loyal Customers
Male,42,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,15,Offer D,Yes,45.92,No,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8,2242.75,Churned,Attitude,Attitude of service provider,California,103.59666666666666,1,1553.95,6,Single | Male,E - Churn-Risk New Users
Female,51,No,2,Stevenson Ranch,91381,34.364153,-118.615583,0,26,No_Offer,No,0.0,No,Yes,DSL,19.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147.0,0.0,0,0.0,1147.0,Stayed,Active,Active,California,44.11538461538461,0,1147.0,5,Single | Female,E - Churn-Risk New Users
Male,39,Yes,0,North Highlands,95660,38.671295,-121.388251,9,72,No_Offer,Yes,33.22,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0,2391.84,9139.19,Stayed,Active,Active,California,93.71319444444444,0,6747.35,5,Married | Male,A - Premium Loyal Customers
Male,64,Yes,0,La Puente,91746,34.038983,-117.991372,1,44,No_Offer,Yes,27.4,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Bank Withdrawal,20.5,865.05,0.0,0,1205.6,2070.65,Stayed,Active,Active,California,19.660227272727276,0,865.05,0,Married | Male,D - Legacy Phone-Only Users
Male,55,No,0,Glenhaven,95443,39.045246,-122.743181,0,66,Offer A,Yes,48.78,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36,Stayed,Active,Active,California,90.5590909090909,0,5940.879999999999,3,Single | Male,B - Balanced Bundle Seekers
Female,40,No,0,Alhambra,91803,34.074736,-118.145959,0,2,No_Offer,Yes,36.81,No,Yes,Fiber Optic,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,Churned,Competitor,Competitor offered higher download speeds,California,90.825,1,181.65,4,Single | Female,E - Churn-Risk New Users
Female,76,No,0,Santa Monica,90403,34.031529,-118.491156,0,44,No_Offer,Yes,7.72,No,Yes,DSL,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.85,3268.05,17.91,0,339.68,3589.82,Stayed,Active,Active,California,74.27386363636364,0,3250.1400000000003,6,Single | Female,B - Balanced Bundle Seekers
Female,57,No,0,Lodi,95240,38.123544,-121.159078,0,12,Offer D,Yes,14.38,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,Churned,Attitude,Attitude of support person,California,87.7,1,1052.4,3,Single | Female,E - Churn-Risk New Users
Male,71,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,69,No_Offer,Yes,18.41,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0.0,0,1270.29,8904.54,Stayed,Active,Active,California,110.6413043478261,0,7634.25,6,Married | Male,A - Premium Loyal Customers
Female,25,No,0,Fairfield,94533,38.287136,-122.02711,0,1,Offer E,Yes,1.23,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,80.2,0.0,0,1.23,81.43,Churned,Price,Lack of affordable download/upload speed,California,80.2,1,80.2,2,Single | Female,E - Churn-Risk New Users
Female,24,No,0,Stockton,95204,37.974498,-121.319568,0,3,Offer E,Yes,25.75,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,California,21.25,1,63.75,0,Single | Female,D - Legacy Phone-Only Users
Female,19,Yes,0,Temecula,92592,33.507255,-117.029473,10,2,No_Offer,Yes,4.65,No,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,0.0,0,9.3,199.8,Joined,Active,Active,California,95.25,2,190.5,4,Married | Female,E - Churn-Risk New Users
Female,77,No,0,Fallbrook,92028,33.362575,-117.299644,0,27,No_Offer,Yes,2.97,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,0.0,0,80.19,2481.24,Stayed,Active,Active,California,88.92777777777779,0,2401.05,3,Single | Female,E - Churn-Risk New Users
Male,57,No,0,Randsburg,93554,35.405722,-117.773354,0,26,Offer C,Yes,13.34,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0,346.84,858.09,Stayed,Active,Active,California,19.66346153846154,0,511.25,0,Single | Male,D - Legacy Phone-Only Users
Female,73,Yes,0,Atascadero,93422,35.453912,-120.69461,9,39,No_Offer,Yes,20.15,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0,Stayed,Active,Active,California,101.26025641025642,0,3949.15,5,Married | Female,A - Premium Loyal Customers
Male,41,No,0,Planada,95365,37.329725,-120.306399,0,25,No_Offer,Yes,34.88,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0,3234.1,Churned,Competitor,Competitor had better devices,California,94.484,1,2362.1,4,Single | Male,E - Churn-Risk New Users
Female,43,No,0,Moorpark,93021,34.312945,-118.858169,0,1,Offer E,Yes,39.81,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,Churned,Competitor,Competitor had better devices,California,70.9,1,70.9,1,Single | Female,E - Churn-Risk New Users
Male,48,Yes,0,Solvang,93463,34.624399,-120.137875,1,22,Offer D,Yes,27.24,No,Yes,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,Churned,Attitude,Attitude of service provider,California,52.39545454545455,1,1152.7,3,Married | Male,E - Churn-Risk New Users
Female,56,No,0,Calistoga,94515,38.629618,-122.593216,0,72,Offer A,Yes,48.37,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7,0.0,0,3482.64,11979.34,Stayed,Active,Active,California,118.00972222222224,0,8496.7,8,Single | Female,A - Premium Loyal Customers
Female,51,No,0,La Mirada,90638,33.902045,-118.008961,0,24,No_Offer,Yes,10.64,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,Stayed,Active,Active,California,19.591666666666665,0,470.2,0,Single | Female,D - Legacy Phone-Only Users
Female,34,Yes,0,Boron,93516,34.95703,-117.73045,8,19,No_Offer,Yes,7.84,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0.0,0,148.96,1713.36,Stayed,Active,Active,California,82.33684210526316,0,1564.4,2,Married | Female,E - Churn-Risk New Users
Male,21,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,No_Offer,Yes,9.2,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.35,1847.55,0.0,0,653.2,2500.75,Stayed,Active,Active,California,26.021830985915493,0,1847.55,0,Married | Male,D - Legacy Phone-Only Users
Male,78,Yes,0,Desert Center,92239,33.889605,-115.257009,7,33,No_Offer,Yes,25.15,Yes,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.95,4524.65,Stayed,Active,Active,California,111.96060606060604,0,3694.7,6,Married | Male,A - Premium Loyal Customers
Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,No_Offer,Yes,2.69,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,Joined,Active,Active,California,19.33333333333333,2,58.0,0,Single | Female,D - Legacy Phone-Only Users
Male,54,Yes,1,Tuolumne,95379,37.939768,-120.188002,7,47,No_Offer,Yes,1.09,Yes,Yes,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.23,4068.68,Stayed,Active,Active,California,85.47765957446808,0,4017.45,3,Married | Male,A - Premium Loyal Customers
Male,42,Yes,3,San Diego,92120,32.807867,-117.060993,2,62,No_Offer,Yes,1.76,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.77,Stayed,Active,Active,California,110.09112903225804,0,6825.65,8,Married | Male,A - Premium Loyal Customers
Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,No_Offer,Yes,2.88,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0.0,0,204.48,8514.03,Stayed,Active,Active,Alabama,117.03591549295774,0,8309.55,8,Single | Male,A - Premium Loyal Customers
Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,No_Offer,Yes,41.97,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,0.0,0,293.79,899.24,Stayed,Active,Active,California,86.49285714285715,0,605.45,4,Married | Male,E - Churn-Risk New Users
Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,Stayed,Active,Active,California,73.05,0,1972.35,2,Married | Female,E - Churn-Risk New Users
Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,No_Offer,Yes,1.81,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,Joined,Active,Active,California,16.85,2,33.7,0,Single | Male,D - Legacy Phone-Only Users
Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,No,0.0,No,Yes,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,Stayed,Active,Active,California,33.778,0,844.45,3,Single | Female,E - Churn-Risk New Users
Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,No_Offer,Yes,38.61,No,Yes,DSL,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6,Stayed,Active,Active,California,70.37666666666668,0,2111.3,5,Single | Male,E - Churn-Risk New Users
Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,No_Offer,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,Churned,Attitude,Attitude of support person,California,106.99137931034484,1,6205.5,7,Married | Female,A - Premium Loyal Customers
Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,Churned,Competitor,Competitor offered more data,California,85.53,1,855.3,2,Married | Male,C - Data-Capped Digitals
Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,No_Offer,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.43,717.28,Stayed,Active,Active,Maryland,70.42777777777778,0,633.85,1,Single | Female,E - Churn-Risk New Users
Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,No_Offer,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,Churned,Other,Deceased,California,79.14999999999999,1,474.9,2,Married | Female,E - Churn-Risk New Users
Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,No_Offer,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,Stayed,Active,Active,California,84.76231884057971,0,5848.6,2,Married | Female,A - Premium Loyal Customers
Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,No_Offer,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.7,7161.55,Stayed,Active,Active,California,98.05833333333334,0,6471.85,5,Single | Female,A - Premium Loyal Customers
Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.3,Churned,Dissatisfaction,Network reliability,California,116.10857142857144,1,8127.6,8,Single | Female,A - Premium Loyal Customers
Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,Churned,Price,Long distance charges,California,27.054,1,676.35,0,Single | Male,D - Legacy Phone-Only Users
Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,Yes,24.33,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,19.25,864.2,0.0,0,1119.18,1983.38,Stayed,Active,Active,California,18.78695652173913,0,864.2,0,Married | Female,D - Legacy Phone-Only Users
Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,Stayed,Active,Active,California,112.02777777777776,0,6049.5,8,Married | Female,A - Premium Loyal Customers
Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,No_Offer,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,Churned,Competitor,Competitor made better offer,California,105.51666666666668,1,1582.75,7,Single | Female,E - Churn-Risk New Users
Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,Yes,8.25,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1,Stayed,Active,Active,Ohio,16.508333333333333,0,198.1,0,Married | Female,D - Legacy Phone-Only Users
Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,No_Offer,No,0.0,No,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,Stayed,Active,Active,California,49.94772727272727,0,1098.85,5,Single | Female,E - Churn-Risk New Users
Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,No_Offer,No,0.0,No,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0.0,4038.29,Stayed,Active,Active,California,57.70428571428572,0,4038.29,7,Married | Female,A - Premium Loyal Customers
Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,Stayed,Active,Active,California,81.28666666666666,0,2438.6,3,Single | Male,C - Data-Capped Digitals
Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,Stayed,Active,Active,California,100.193661971831,0,7096.76,5,Married | Male,A - Premium Loyal Customers
Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,No_Offer,Yes,9.81,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.8,576.65,0.0,0,294.3,870.95,Stayed,Active,Active,California,19.221666666666668,0,576.65,0,Married | Male,D - Legacy Phone-Only Users
Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,Churned,Competitor,Competitor made better offer,California,92.975,1,371.9,4,Married | Male,E - Churn-Risk New Users
Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,Churned,Competitor,Competitor made better offer,California,83.65,1,167.3,4,Single | Male,E - Churn-Risk New Users
Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,No_Offer,Yes,7.86,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.6,298.1,Stayed,Active,Active,California,21.95,0,219.5,0,Single | Male,D - Legacy Phone-Only Users
Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,Stayed,Active,Active,California,68.35,0,273.4,2,Single | Male,E - Churn-Risk New Users
Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,No,0.0,No,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,Stayed,Active,Active,California,49.135576923076925,0,2555.05,5,Single | Male,E - Churn-Risk New Users
Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,No_Offer,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,Churned,Competitor,Competitor made better offer,California,44.63,1,223.15,2,Single | Male,E - Churn-Risk New Users
Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,Stayed,Active,Active,California,20.6875,0,165.5,0,Married | Male,D - Legacy Phone-Only Users
Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,Yes,23.91,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,Joined,Active,Active,California,44.65,2,89.3,1,Single | Female,E - Churn-Risk New Users
Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21,Joined,Active,Active,Florida,78.35000000000001,2,235.05,4,Single | Male,E - Churn-Risk New Users
Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,Stayed,Active,Active,California,60.24210526315789,0,1144.6,3,Single | Male,E - Churn-Risk New Users
Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,Stayed,Active,Active,California,68.17013888888889,0,4908.25,5,Single | Male,A - Premium Loyal Customers
Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,No,0.0,No,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,Stayed,Active,Active,California,36.490476190476194,0,2298.9,3,Married | Male,E - Churn-Risk New Users
Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,No_Offer,No,0.0,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,Stayed,Active,Active,Utah,57.41212121212121,0,3789.2,6,Married | Male,E - Churn-Risk New Users
Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,No_Offer,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,Churned,Competitor,Competitor made better offer,California,75.9,1,75.9,2,Single | Male,E - Churn-Risk New Users
